date;symbol;open;high;low;close
16/01/2021 00:00;BTC/USD;3677866;3794412;3535000;3600000
15/01/2021 00:00;BTC/USD;3914798;3969400;3438000;3675657
14/01/2021 00:00;BTC/USD;3739349;4011278;3671723;3913435
13/01/2021 00:00;BTC/USD;3403502;3780000;3232776;3739349
12/01/2021 00:00;BTC/USD;3544971;3663923;3247991;3403502
11/01/2021 00:00;BTC/USD;3816488;3826139;3026113;3545558
10/01/2021 00:00;BTC/USD;4023906;4145000;3432207;3817373
09/01/2021 00:00;BTC/USD;4068276;4142277;3878816;4023906
08/01/2021 00:00;BTC/USD;3951059;4200000;3661836;4066707
07/01/2021 00:00;BTC/USD;3687596;4040246;3632750;3951049
06/01/2021 00:00;BTC/USD;3408124;3705083;3334827;3684994
05/01/2021 00:00;BTC/USD;3205423;3450000;2993626;3403905
04/01/2021 00:00;BTC/USD;3306883;3366976;2773400;3200588
03/01/2021 00:00;BTC/USD;3221651;3480000;3197745;3309783
02/01/2021 00:00;BTC/USD;2941077;3333300;2905000;3221653
01/01/2021 00:00;BTC/USD;2899963;2970000;2872000;2940264
31/12/2020 00:00;BTC/USD;2889321;2930000;2793075;2899279
30/12/2020 00:00;BTC/USD;2737000;2901032;2732837;2888130
29/12/2020 00:00;BTC/USD;2703790;2739500;2583185;2737000
28/12/2020 00:00;BTC/USD;2624282;2747349;2607960;2703791
27/12/2020 00:00;BTC/USD;2647289;2837794;2577000;2625960
26/12/2020 00:00;BTC/USD;2471401;2680950;2448532;2646628
25/12/2020 00:00;BTC/USD;2374722;2477700;2340382;2470515
24/12/2020 00:00;BTC/USD;2321500;2377914;2270010;2372628
23/12/2020 00:00;BTC/USD;2381908;2409690;2262492;2324771
22/12/2020 00:00;BTC/USD;2275007;2384321;2238359;2383510
21/12/2020 00:00;BTC/USD;2347085;2412383;2186486;2273201
20/12/2020 00:00;BTC/USD;2384238;2429804;2309277;2347085
19/12/2020 00:00;BTC/USD;2314205;2421738;2271978;2384299
18/12/2020 00:00;BTC/USD;2282989;2328468;2236093;2313614
17/12/2020 00:00;BTC/USD;2135896;2377700;2124404;2281424
16/12/2020 00:00;BTC/USD;1943455;2157676;1927766;2136570
15/12/2020 00:00;BTC/USD;1927433;1956784;1905000;1943487
14/12/2020 00:00;BTC/USD;1915182;1934690;1897921;1927433
13/12/2020 00:00;BTC/USD;1880683;1941664;1862810;1916236
12/12/2020 00:00;BTC/USD;1803123;1895646;1802255;1881563
11/12/2020 00:00;BTC/USD;1825030;1829043;1756958;1804002
10/12/2020 00:00;BTC/USD;1854638;1856213;1790800;1825030
09/12/2020 00:00;BTC/USD;1831131;1865492;1764033;1855664
08/12/2020 00:00;BTC/USD;1918313;1930055;1816352;1831643
07/12/2020 00:00;BTC/USD;1938513;1943100;1890500;1917350
06/12/2020 00:00;BTC/USD;1916217;1941839;1887062;1938058
05/12/2020 00:00;BTC/USD;1865008;1918517;1850000;1916216
04/12/2020 00:00;BTC/USD;1943994;1955250;1857389;1867376
03/12/2020 00:00;BTC/USD;1922009;1962100;1888162;1944840
02/12/2020 00:00;BTC/USD;1877321;1934690;1833400;1922655
01/12/2020 00:00;BTC/USD;1970353;1991801;1810000;1877143
30/11/2020 00:00;BTC/USD;1819675;1986415;1819675;1970019
29/11/2020 00:00;BTC/USD;1772441;1835247;1753487;1819203
28/11/2020 00:00;BTC/USD;1716038;1789603;1687501;1774179
27/11/2020 00:00;BTC/USD;1716831;1747189;1643547;1715439
26/11/2020 00:00;BTC/USD;1872724;1891104;1621800;1716009
25/11/2020 00:00;BTC/USD;1917513;1949000;1847091;1873243
24/11/2020 00:00;BTC/USD;1838692;1944213;1806856;1916085
23/11/2020 00:00;BTC/USD;1843260;1878631;1800195;1838335
22/11/2020 00:00;BTC/USD;1872643;1877055;1760000;1843520
21/11/2020 00:00;BTC/USD;1868508;1897700;1833345;1872500
20/11/2020 00:00;BTC/USD;1782237;1882488;1775581;1868765
19/11/2020 00:00;BTC/USD;1779296;1818997;1734662;1782547
18/11/2020 00:00;BTC/USD;1768177;1848300;1704147;1778595
17/11/2020 00:00;BTC/USD;1672785;1786800;1657000;1768063
16/11/2020 00:00;BTC/USD;1597549;1689493;1587550;1672462
15/11/2020 00:00;BTC/USD;1609280;1617000;1578646;1597549
14/11/2020 00:00;BTC/USD;1633906;1634189;1571510;1608634
13/11/2020 00:00;BTC/USD;1630000;1649452;1597033;1633558
12/11/2020 00:00;BTC/USD;1570200;1636999;1548100;1630000
11/11/2020 00:00;BTC/USD;1531494;1599101;1529085;1570789
10/11/2020 00:00;BTC/USD;1534932;1548276;1509247;1531365
09/11/2020 00:00;BTC/USD;1548468;1585448;1482466;1533204
08/11/2020 00:00;BTC/USD;1482932;1566490;1472719;1548915
07/11/2020 00:00;BTC/USD;1560328;1577860;1435100;1483897
06/11/2020 00:00;BTC/USD;1560832;1596898;1519601;1559809
05/11/2020 00:00;BTC/USD;1416849;1577058;1410000;1560504
04/11/2020 00:00;BTC/USD;1404158;1427750;1352087;1416059
03/11/2020 00:00;BTC/USD;1357882;1408376;1328770;1404158
02/11/2020 00:00;BTC/USD;1376200;1384250;1322000;1356372
01/11/2020 00:00;BTC/USD;1379944;1390747;1362931;1376200
31/10/2020 00:00;BTC/USD;1356942;1410000;1342097;1381608
30/10/2020 00:00;BTC/USD;1345614;1367556;1312926;1356213
29/10/2020 00:00;BTC/USD;1327582;1365000;1299300;1346844
28/10/2020 00:00;BTC/USD;1364231;1386489;1289200;1327473
27/10/2020 00:00;BTC/USD;1306510;1378800;1305709;1364790
26/10/2020 00:00;BTC/USD;1304112;1325000;1277350;1306673
25/10/2020 00:00;BTC/USD;1311518;1336353;1290374;1303909
24/10/2020 00:00;BTC/USD;1294003;1318283;1288738;1312273
23/10/2020 00:00;BTC/USD;1298326;1303726;1272982;1294159
22/10/2020 00:00;BTC/USD;1280263;1320825;1268673;1298326
21/10/2020 00:00;BTC/USD;1192133;1323500;1189910;1280267
20/10/2020 00:00;BTC/USD;1175920;1205994;1168000;1192111
19/10/2020 00:00;BTC/USD;1151858;1184000;1140994;1176414
18/10/2020 00:00;BTC/USD;1136340;1152634;1135279;1151997
17/10/2020 00:00;BTC/USD;1133188;1141548;1126401;1136580
16/10/2020 00:00;BTC/USD;1150653;1154865;1120000;1132186
15/10/2020 00:00;BTC/USD;1143049;1162360;1125001;1151111
14/10/2020 00:00;BTC/USD;1144028;1155510;1128742;1142884
13/10/2020 00:00;BTC/USD;1153942;1156740;1131453;1142798
12/10/2020 00:00;BTC/USD;1137248;1173170;1117599;1153598
11/10/2020 00:00;BTC/USD;1130097;1144744;1127211;1137293
10/10/2020 00:00;BTC/USD;1106046;1149606;1105962;1130120
09/10/2020 00:00;BTC/USD;1092702;1111849;1082640;1105200
08/10/2020 00:00;BTC/USD;1066910;1095700;1053506;1092520
07/10/2020 00:00;BTC/USD;1060231;1068256;1054771;1066914
06/10/2020 00:00;BTC/USD;1079736;1080186;1052500;1060633
05/10/2020 00:00;BTC/USD;1066616;1080582;1062071;1079500
04/10/2020 00:00;BTC/USD;1054317;1069988;1052481;1066963
03/10/2020 00:00;BTC/USD;1057160;1060579;1050000;1055366
02/10/2020 00:00;BTC/USD;1061117;1066753;1038000;1057854
01/10/2020 00:00;BTC/USD;1078083;1094022;1043708;1062271
30/09/2020 00:00;BTC/USD;1084000;1084750;1065856;1077822
29/09/2020 00:00;BTC/USD;1068141;1086500;1063666;1083642
28/09/2020 00:00;BTC/USD;1077999;1095000;1062852;1068948
27/09/2020 00:00;BTC/USD;1073109;1080714;1059358;1078066
26/09/2020 00:00;BTC/USD;1069423;1083000;1065529;1072909
25/09/2020 00:00;BTC/USD;1073846;1076265;1055314;1068981
24/09/2020 00:00;BTC/USD;1023686;1079553;1019320;1074402
23/09/2020 00:00;BTC/USD;1052572;1054139;1013830;1023342
22/09/2020 00:00;BTC/USD;1041883;1057305;1035339;1053431
21/09/2020 00:00;BTC/USD;1092153;1099698;1028656;1041129
20/09/2020 00:00;BTC/USD;1107084;1107925;1075590;1092350
19/09/2020 00:00;BTC/USD;1093549;1118301;1089053;1107722
18/09/2020 00:00;BTC/USD;1094735;1104018;1081654;1093120
17/09/2020 00:00;BTC/USD;1095015;1105400;1073923;1094047
16/09/2020 00:00;BTC/USD;1078500;1110000;1066281;1095154
15/09/2020 00:00;BTC/USD;1067140;1094001;1061117;1078383
14/09/2020 00:00;BTC/USD;1033882;1076503;1025013;1067515
13/09/2020 00:00;BTC/USD;1044640;1057678;1021490;1033478
12/09/2020 00:00;BTC/USD;1040046;1048242;1027500;1044333
11/09/2020 00:00;BTC/USD;1034138;1040944;1020050;1039304
10/09/2020 00:00;BTC/USD;1022176;1049575;1022000;1034259
09/09/2020 00:00;BTC/USD;1012601;1035339;998138;1023280
08/09/2020 00:00;BTC/USD;1037750;1044618;982507;1012396
07/09/2020 00:00;BTC/USD;1025843;1041566;988000;1037714
06/09/2020 00:00;BTC/USD;1016547;1035339;1000000;1026017
05/09/2020 00:00;BTC/USD;1046020;1056790;985000;1016719
04/09/2020 00:00;BTC/USD;1016000;1064675;990243;1045632
03/09/2020 00:00;BTC/USD;1139510;1147735;998786;1016000
02/09/2020 00:00;BTC/USD;1191953;1195645;1115532;1139844
01/09/2020 00:00;BTC/USD;1165848;1206582;1151500;1192396
31/08/2020 00:00;BTC/USD;1171311;1178000;1157339;1165500
30/08/2020 00:00;BTC/USD;1147171;1171569;1145862;1170897
29/08/2020 00:00;BTC/USD;1153874;1159200;1142364;1147171
28/08/2020 00:00;BTC/USD;1133226;1155561;1127795;1153658
27/08/2020 00:00;BTC/USD;1146291;1160292;1112272;1133000
26/08/2020 00:00;BTC/USD;1132850;1154980;1125014;1146930
25/08/2020 00:00;BTC/USD;1175040;1177222;1111275;1132888
24/08/2020 00:00;BTC/USD;1165370;1183255;1158861;1176180
23/08/2020 00:00;BTC/USD;1167817;1171509;1152470;1164465
22/08/2020 00:00;BTC/USD;1152781;1169402;1136700;1166770
21/08/2020 00:00;BTC/USD;1185718;1188767;1148549;1153174
20/08/2020 00:00;BTC/USD;1176218;1189412;1167529;1185937
19/08/2020 00:00;BTC/USD;1195000;1202218;1157440;1175755
18/08/2020 00:00;BTC/USD;1230127;1240853;1182300;1195810
17/08/2020 00:00;BTC/USD;1191683;1247300;1177144;1229838
16/08/2020 00:00;BTC/USD;1185860;1193855;1168597;1191402
15/08/2020 00:00;BTC/USD;1177197;1198693;1166770;1185220
14/08/2020 00:00;BTC/USD;1179755;1186200;1165201;1177977
13/08/2020 00:00;BTC/USD;1156774;1180661;1127091;1179326
12/08/2020 00:00;BTC/USD;1138650;1162500;1115000;1156535
11/08/2020 00:00;BTC/USD;1189637;1194505;1113000;1139264
10/08/2020 00:00;BTC/USD;1168460;1208000;1151000;1189512
09/08/2020 00:00;BTC/USD;1176793;1180828;1152792;1168303
08/08/2020 00:00;BTC/USD;1160175;1181795;1152700;1177690
07/08/2020 00:00;BTC/USD;1177026;1192000;1121900;1160085
06/08/2020 00:00;BTC/USD;1175990;1191350;1157557;1177008
05/08/2020 00:00;BTC/USD;1119348;1179586;1109435;1175524
04/08/2020 00:00;BTC/USD;1123639;1142000;1100079;1119242
03/08/2020 00:00;BTC/USD;1107492;1148000;1093326;1123639
02/08/2020 00:00;BTC/USD;1180821;1210000;1055959;1107166
01/08/2020 00:00;BTC/USD;1135798;1188336;1122800;1181749
31/07/2020 00:00;BTC/USD;1111084;1145795;1097380;1135674
30/07/2020 00:00;BTC/USD;1110501;1118900;1083200;1111212
29/07/2020 00:00;BTC/USD;1093191;1135847;1085581;1111117
28/07/2020 00:00;BTC/USD;1104940;1126385;1058348;1093927
27/07/2020 00:00;BTC/USD;994125;1141711;993377;1104619
26/07/2020 00:00;BTC/USD;971245;1020000;965700;994465
25/07/2020 00:00;BTC/USD;954934;975182;953279;971098
24/07/2020 00:00;BTC/USD;961485;965055;947435;954791
23/07/2020 00:00;BTC/USD;953723;969000;945338;961720
22/07/2020 00:00;BTC/USD;939598;957300;928080;953951
21/07/2020 00:00;BTC/USD;916177;944289;915223;939125
20/07/2020 00:00;BTC/USD;921315;922473;912821;916243
19/07/2020 00:00;BTC/USD;917570;924336;910630;921199
18/07/2020 00:00;BTC/USD;915051;921463;912272;917743
17/07/2020 00:00;BTC/USD;913444;918428;907353;915650
16/07/2020 00:00;BTC/USD;919100;921750;902651;913287
15/07/2020 00:00;BTC/USD;925633;927698;915338;919007
14/07/2020 00:00;BTC/USD;923419;928208;909500;925159
13/07/2020 00:00;BTC/USD;930494;935117;919049;923310
12/07/2020 00:00;BTC/USD;923407;934776;915348;930617
11/07/2020 00:00;BTC/USD;929100;930495;918000;923830
10/07/2020 00:00;BTC/USD;923491;931892;905314;928353
09/07/2020 00:00;BTC/USD;944176;944850;915711;923490
08/07/2020 00:00;BTC/USD;925721;947957;922891;943716
07/07/2020 00:00;BTC/USD;934690;938581;920178;925716
06/07/2020 00:00;BTC/USD;907718;937634;906050;934822
05/07/2020 00:00;BTC/USD;914216;914737;890500;907682
04/07/2020 00:00;BTC/USD;905387;919600;904594;913852
03/07/2020 00:00;BTC/USD;909168;912711;902717;906308
02/07/2020 00:00;BTC/USD;923097;926854;893900;909292
01/07/2020 00:00;BTC/USD;913689;930000;908980;923338
30/06/2020 00:00;BTC/USD;918785;920195;906000;913296
29/06/2020 00:00;BTC/USD;911880;924036;901492;918888
28/06/2020 00:00;BTC/USD;900833;919172;893306;911801
27/06/2020 00:00;BTC/USD;915813;918900;883063;900930
26/06/2020 00:00;BTC/USD;923798;928971;902461;915826
25/06/2020 00:00;BTC/USD;928630;934349;898900;923948
24/06/2020 00:00;BTC/USD;961788;966635;919399;928606
23/06/2020 00:00;BTC/USD;968826;972530;957100;962281
22/06/2020 00:00;BTC/USD;928789;979876;926720;968312
21/06/2020 00:00;BTC/USD;935593;942126;927152;928303
20/06/2020 00:00;BTC/USD;928760;940000;913800;935546
19/06/2020 00:00;BTC/USD;937483;942999;922515;930432
18/06/2020 00:00;BTC/USD;945982;947869;925000;937478
17/06/2020 00:00;BTC/USD;953062;956653;923032;946129
16/06/2020 00:00;BTC/USD;943541;959631;937490;953030
15/06/2020 00:00;BTC/USD;932999;950540;890000;943515
14/06/2020 00:00;BTC/USD;947893;947959;923501;932999
13/06/2020 00:00;BTC/USD;946592;950000;934571;947346
12/06/2020 00:00;BTC/USD;926595;955500;923000;946307
11/06/2020 00:00;BTC/USD;989432;998124;907891;926426
10/06/2020 00:00;BTC/USD;978230;1001140;957800;989432
09/06/2020 00:00;BTC/USD;978664;989746;956681;977684
08/06/2020 00:00;BTC/USD;975904;981367;964500;978300
07/06/2020 00:00;BTC/USD;967308;982931;935600;975004
06/06/2020 00:00;BTC/USD;961617;974439;952576;966985
05/06/2020 00:00;BTC/USD;979100;985648;959274;961999
04/06/2020 00:00;BTC/USD;966800;988800;943000;979192
03/06/2020 00:00;BTC/USD;952252;969995;938099;966899
02/06/2020 00:00;BTC/USD;1020364;1024126;913568;952573
01/06/2020 00:00;BTC/USD;944461;1042926;941650;1020364
31/05/2020 00:00;BTC/USD;970510;971170;937396;944619
30/05/2020 00:00;BTC/USD;942852;975827;932628;970510
29/05/2020 00:00;BTC/USD;958149;961000;933000;942104
28/05/2020 00:00;BTC/USD;920999;962501;910579;957738
27/05/2020 00:00;BTC/USD;883579;923021;881099;921000
26/05/2020 00:00;BTC/USD;890322;901200;869000;884091
25/05/2020 00:00;BTC/USD;871012;898416;863000;890356
24/05/2020 00:00;BTC/USD;918393;931091;866900;871877
23/05/2020 00:00;BTC/USD;917196;931612;908483;918346
22/05/2020 00:00;BTC/USD;906225;927297;892491;917196
21/05/2020 00:00;BTC/USD;950561;957329;880000;906247
20/05/2020 00:00;BTC/USD;977630;984387;910000;951651
19/05/2020 00:00;BTC/USD;973000;990389;945505;978765
18/05/2020 00:00;BTC/USD;967295;996612;945120;972191
17/05/2020 00:00;BTC/USD;937779;989488;932653;966570
16/05/2020 00:00;BTC/USD;930743;959000;921608;938907
15/05/2020 00:00;BTC/USD;980991;984466;911200;930621
14/05/2020 00:00;BTC/USD;932373;994534;925485;979350
13/05/2020 00:00;BTC/USD;881699;941846;880447;931550
12/05/2020 00:00;BTC/USD;857419;898487;853497;882546
11/05/2020 00:00;BTC/USD;874088;918297;818100;857198
10/05/2020 00:00;BTC/USD;952731;956520;810900;873117
09/05/2020 00:00;BTC/USD;980904;991400;951540;954656
08/05/2020 00:00;BTC/USD;1000819;1004838;972500;980135
07/05/2020 00:00;BTC/USD;916363;1007400;903003;1000000
06/05/2020 00:00;BTC/USD;904000;941795;892103;915432
05/05/2020 00:00;BTC/USD;888924;912000;876010;903485
04/05/2020 00:00;BTC/USD;892414;897434;852842;888287
03/05/2020 00:00;BTC/USD;898256;920782;872378;891598
02/05/2020 00:00;BTC/USD;883600;902200;876000;898379
01/05/2020 00:00;BTC/USD;862972;907500;861617;883244
30/04/2020 00:00;BTC/USD;878979;948526;840700;862732
29/04/2020 00:00;BTC/USD;776207;897000;771714;879032
28/04/2020 00:00;BTC/USD;779422;779842;765000;776779
27/04/2020 00:00;BTC/USD;770887;781368;763703;778641
26/04/2020 00:00;BTC/USD;756500;771800;748500;770173
25/04/2020 00:00;BTC/USD;751881;772377;743280;754756
24/04/2020 00:00;BTC/USD;749420;761291;739157;750553
23/04/2020 00:00;BTC/USD;713829;775669;703107;748458
22/04/2020 00:00;BTC/USD;685060;717126;681959;713779
21/04/2020 00:00;BTC/USD;683300;695098;677448;685498
20/04/2020 00:00;BTC/USD;712427;722000;675775;684100
19/04/2020 00:00;BTC/USD;726594;727621;705746;712640
18/04/2020 00:00;BTC/USD;702013;730615;702013;726226
17/04/2020 00:00;BTC/USD;712135;715822;699539;702419
16/04/2020 00:00;BTC/USD;661900;722418;647267;711167
15/04/2020 00:00;BTC/USD;686888;694000;659855;661900
14/04/2020 00:00;BTC/USD;686466;699100;676696;687975
13/04/2020 00:00;BTC/USD;690821;691401;654291;686422
12/04/2020 00:00;BTC/USD;688275;720176;679074;690824
11/04/2020 00:00;BTC/USD;686603;695559;677124;688318
10/04/2020 00:00;BTC/USD;729912;730610;675015;687703
09/04/2020 00:00;BTC/USD;737085;737659;710738;729393
08/04/2020 00:00;BTC/USD;720478;742895;715200;736736
07/04/2020 00:00;BTC/USD;733585;746900;707700;720273
06/04/2020 00:00;BTC/USD;678057;737659;677375;735243
05/04/2020 00:00;BTC/USD;688722;691401;667851;677520
04/04/2020 00:00;BTC/USD;673736;701400;665554;687961
03/04/2020 00:00;BTC/USD;678963;704796;661000;674257
02/04/2020 00:00;BTC/USD;666995;723639;657513;680199
01/04/2020 00:00;BTC/USD;642874;671021;613771;665207
31/03/2020 00:00;BTC/USD;640895;652724;633742;642114
30/03/2020 00:00;BTC/USD;587847;663000;585600;640777
29/03/2020 00:00;BTC/USD;627511;627824;586900;587090
28/03/2020 00:00;BTC/USD;637603;637603;603051;625308
27/03/2020 00:00;BTC/USD;676515;687267;621000;637603
26/03/2020 00:00;BTC/USD;669547;679889;652807;676072
25/03/2020 00:00;BTC/USD;676864;698904;645717;669222
24/03/2020 00:00;BTC/USD;649470;689300;640001;676864
23/03/2020 00:00;BTC/USD;581657;662979;568634;649351
22/03/2020 00:00;BTC/USD;619917;641900;570500;581315
21/03/2020 00:00;BTC/USD;620766;646191;586644;618778
20/03/2020 00:00;BTC/USD;619294;713900;567000;621014
19/03/2020 00:00;BTC/USD;541300;643398;526638;618118
18/03/2020 00:00;BTC/USD;534095;545243;500687;540692
17/03/2020 00:00;BTC/USD;505141;556990;493600;532499
16/03/2020 00:00;BTC/USD;535304;535304;443589;503342
15/03/2020 00:00;BTC/USD;516738;596577;509234;534364
14/03/2020 00:00;BTC/USD;562316;566301;505100;516937
13/03/2020 00:00;BTC/USD;484167;599035;385000;562274
12/03/2020 00:00;BTC/USD;795629;796990;477659;484167
11/03/2020 00:00;BTC/USD;789363;798878;759199;793457
10/03/2020 00:00;BTC/USD;793720;815842;773399;788592
09/03/2020 00:00;BTC/USD;803579;819113;763600;793625
08/03/2020 00:00;BTC/USD;890112;890112;799548;803370
07/03/2020 00:00;BTC/USD;915410;921913;885949;889393
06/03/2020 00:00;BTC/USD;905900;918785;899001;915379
05/03/2020 00:00;BTC/USD;875779;916900;875779;906665
04/03/2020 00:00;BTC/USD;875545;885000;866376;875328
03/03/2020 00:00;BTC/USD;891734;892180;866004;875545
02/03/2020 00:00;BTC/USD;851600;898034;848672;891734
01/03/2020 00:00;BTC/USD;852500;875611;841000;852895
29/02/2020 00:00;BTC/USD;871000;880506;852500;852774
28/02/2020 00:00;BTC/USD;881650;890094;842149;870384
27/02/2020 00:00;BTC/USD;877837;897475;852000;881650
26/02/2020 00:00;BTC/USD;930540;936999;862778;877936
25/02/2020 00:00;BTC/USD;966487;968273;923421;930540
24/02/2020 00:00;BTC/USD;996979;1002766;948000;965258
23/02/2020 00:00;BTC/USD;966408;1002408;966408;996521
22/02/2020 00:00;BTC/USD;969613;972239;956851;966813
21/02/2020 00:00;BTC/USD;961040;977320;956260;969613
20/02/2020 00:00;BTC/USD;958910;970627;939691;961276
19/02/2020 00:00;BTC/USD;1019030;1030000;931200;959572
18/02/2020 00:00;BTC/USD;972557;1028800;960260;1018517
17/02/2020 00:00;BTC/USD;992596;997345;946757;969715
16/02/2020 00:00;BTC/USD;990971;1005124;959849;991289
15/02/2020 00:00;BTC/USD;1036404;1040804;973900;989978
14/02/2020 00:00;BTC/USD;1022919;1039800;1009326;1036404
13/02/2020 00:00;BTC/USD;1034878;1050050;1006800;1022867
12/02/2020 00:00;BTC/USD;1027098;1049500;1024735;1034878
11/02/2020 00:00;BTC/USD;985199;1038390;970694;1026898
10/02/2020 00:00;BTC/USD;1017351;1019985;973120;985001
09/02/2020 00:00;BTC/USD;990770;1017854;988504;1017397
08/02/2020 00:00;BTC/USD;980371;994897;965858;990200
07/02/2020 00:00;BTC/USD;975463;987800;970694;980342
06/02/2020 00:00;BTC/USD;961784;985957;952100;975463
05/02/2020 00:00;BTC/USD;916849;977500;914252;961842
04/02/2020 00:00;BTC/USD;928100;934860;907500;915937
03/02/2020 00:00;BTC/USD;930969;961500;921107;928809
02/02/2020 00:00;BTC/USD;937960;947428;913500;932939
01/02/2020 00:00;BTC/USD;933926;946416;928033;937717
31/01/2020 00:00;BTC/USD;951084;952935;919593;932785
30/01/2020 00:00;BTC/USD;928083;957000;916607;950000
29/01/2020 00:00;BTC/USD;938657;944396;921550;928918
28/01/2020 00:00;BTC/USD;889457;941324;887600;940000
27/01/2020 00:00;BTC/USD;860000;900435;854655;889454
26/01/2020 00:00;BTC/USD;832000;860000;827622;859048
25/01/2020 00:00;BTC/USD;843583;843747;825272;832950
24/01/2020 00:00;BTC/USD;838208;853070;821290;842213
23/01/2020 00:00;BTC/USD;866163;866595;828000;837844
22/01/2020 00:00;BTC/USD;872847;879298;856768;865593
21/01/2020 00:00;BTC/USD;862966;877866;848000;871789
20/01/2020 00:00;BTC/USD;869897;874054;850793;862517
19/01/2020 00:00;BTC/USD;890102;918810;846138;869660
18/01/2020 00:00;BTC/USD;889803;900010;879890;890853
17/01/2020 00:00;BTC/USD;871539;901522;866152;889263
16/01/2020 00:00;BTC/USD;881062;885235;857391;871015
15/01/2020 00:00;BTC/USD;881320;890320;855500;880917
14/01/2020 00:00;BTC/USD;810501;889500;810501;881304
13/01/2020 00:00;BTC/USD;818075;819681;803900;810501
12/01/2020 00:00;BTC/USD;800810;819000;796000;818076
11/01/2020 00:00;BTC/USD;820000;828600;800000;801622
10/01/2020 00:00;BTC/USD;781270;820000;766700;820000
09/01/2020 00:00;BTC/USD;804894;804894;773797;780678
08/01/2020 00:00;BTC/USD;815179;846357;787209;804444
07/01/2020 00:00;BTC/USD;776817;822000;769703;815901
06/01/2020 00:00;BTC/USD;735212;781700;734246;776274
05/01/2020 00:00;BTC/USD;735605;749500;731000;735670
04/01/2020 00:00;BTC/USD;733258;739610;725603;734448
03/01/2020 00:00;BTC/USD;694570;740231;685353;733891
02/01/2020 00:00;BTC/USD;717470;718494;690000;695056
01/01/2020 00:00;BTC/USD;716069;723735;715000;717868
31/12/2019 00:00;BTC/USD;722274;730235;711255;716836
30/12/2019 00:00;BTC/USD;737279;738490;719900;722024
29/12/2019 00:00;BTC/USD;729743;752446;727443;738554
28/12/2019 00:00;BTC/USD;724770;734965;723100;729624
27/12/2019 00:00;BTC/USD;719517;725537;705200;724600
26/12/2019 00:00;BTC/USD;719580;743200;715000;718830
25/12/2019 00:00;BTC/USD;724745;726681;711073;719579
24/12/2019 00:00;BTC/USD;731747;743110;715600;725152
23/12/2019 00:00;BTC/USD;752188;769298;724786;731617
22/12/2019 00:00;BTC/USD;714740;753000;712452;750970
21/12/2019 00:00;BTC/USD;719413;719413;710973;714740
20/12/2019 00:00;BTC/USD;715753;721811;707261;719411
19/12/2019 00:00;BTC/USD;728691;737212;700000;714957
18/12/2019 00:00;BTC/USD;661953;744968;642500;728691
17/12/2019 00:00;BTC/USD;688208;693877;655000;661230
16/12/2019 00:00;BTC/USD;711508;714791;682000;688219
15/12/2019 00:00;BTC/USD;706635;722523;700700;711508
14/12/2019 00:00;BTC/USD;725594;726900;700748;705903
13/12/2019 00:00;BTC/USD;718515;730235;717965;725747
12/12/2019 00:00;BTC/USD;720895;729619;707220;718842
11/12/2019 00:00;BTC/USD;722450;727100;712228;720742
10/12/2019 00:00;BTC/USD;733205;740000;715023;721607
09/12/2019 00:00;BTC/USD;751680;766600;726803;734052
08/12/2019 00:00;BTC/USD;750586;758000;738269;752426
07/12/2019 00:00;BTC/USD;753546;763888;748670;750265
06/12/2019 00:00;BTC/USD;739735;761899;730556;754179
05/12/2019 00:00;BTC/USD;719958;750000;715006;739042
04/12/2019 00:00;BTC/USD;729920;777271;708709;719778
03/12/2019 00:00;BTC/USD;731794;741500;723804;730043
02/12/2019 00:00;BTC/USD;741175;743107;714008;730964
01/12/2019 00:00;BTC/USD;756020;756020;723387;741266
30/11/2019 00:00;BTC/USD;775369;781500;745208;755067
29/11/2019 00:00;BTC/USD;742932;787035;741117;775369
28/11/2019 00:00;BTC/USD;751782;765992;737219;743672
27/11/2019 00:00;BTC/USD;716874;767627;684772;752784
26/11/2019 00:00;BTC/USD;712712;734491;701878;715922
25/11/2019 00:00;BTC/USD;690090;738000;651500;712214
24/11/2019 00:00;BTC/USD;733098;734968;686196;690836
23/11/2019 00:00;BTC/USD;727621;735649;710216;732039
22/11/2019 00:00;BTC/USD;761223;771470;678500;728585
21/11/2019 00:00;BTC/USD;808554;811692;739409;761151
20/11/2019 00:00;BTC/USD;812408;823104;802728;808844
19/11/2019 00:00;BTC/USD;817690;819777;798915;812163
18/11/2019 00:00;BTC/USD;849953;850840;801070;817065
17/11/2019 00:00;BTC/USD;848561;863160;837500;849931
16/11/2019 00:00;BTC/USD;845938;853953;842300;848463
15/11/2019 00:00;BTC/USD;863207;879903;836300;846349
14/11/2019 00:00;BTC/USD;876553;879178;855500;863690
13/11/2019 00:00;BTC/USD;881700;883946;870000;875524
12/11/2019 00:00;BTC/USD;872036;887247;854900;881391
11/11/2019 00:00;BTC/USD;902988;907532;859300;872036
10/11/2019 00:00;BTC/USD;880685;914233;875085;902449
09/11/2019 00:00;BTC/USD;876038;887694;872000;881221
08/11/2019 00:00;BTC/USD;920930;925339;866100;876737
07/11/2019 00:00;BTC/USD;934602;937348;908000;919936
06/11/2019 00:00;BTC/USD;931910;944819;925468;934478
05/11/2019 00:00;BTC/USD;941076;948500;916520;932014
04/11/2019 00:00;BTC/USD;920700;958650;912233;941076
03/11/2019 00:00;BTC/USD;930475;938432;906700;920700
02/11/2019 00:00;BTC/USD;925070;939691;920119;930475
